county,year,dayswaqi,maqi
Davie,1993,237,166
Darlington,1994,248,174
Luna,2009,364,141
Chaffee,2011,153,112
Putnam,1995,59,69
Cherokee,2008,366,108
Rock,2002,246,174
Kent,1992,205,182
Taney,2005,119,95
Lincoln,2011,365,89
Morris,1989,365,219
Bay,1998,54,60
Pitkin,1990,289,71
Carlton,1999,48,30
Multnomah,1991,365,120
Flagler,2017,359,93
SONORA,1993,15,100
Dougherty,1998,351,79
Greene,2019,365,77
Hancock,1983,299,206
Cuyahoga,1990,365,185
Oakland,1992,366,161
Massac,1984,357,162
Broward,2008,366,169
SONORA,2006,331,201
Charles,1995,207,190
Rockdale,1986,274,228
St. Mary,1999,352,159
Barnwell,2008,1,3
Jefferson,1987,364,232
Lincoln,1985,361,182
Dauphin,1998,365,202
El Dorado,2013,365,147
Montgomery,2017,346,221
Wayne,2004,366,151
Polk,1993,180,90
Putnam,1998,364,179
Niagara,1986,365,197
Love,2013,277,150
Clark,1987,357,172
Cuyahoga,1981,365,209
Tazewell,2016,236,141
Shasta,1999,364,182
Lewis,2003,209,133
Caribou,1992,43,100
Anderson,1986,365,171
Arapahoe,1993,365,136
Madison,1995,269,136
Santa Rosa,2004,244,147
Morgan,2012,283,129
Hancock,2014,237,105
Harrison,2015,365,96
Oakland,1982,365,201
Bronx,1993,365,166
District of Columbia,2010,365,187
Fulton,2007,365,212
Hancock,1997,365,195
Litchfield,2014,365,129
Middlesex,2014,357,97
Lake,2018,365,95
Jefferson,1989,33,62
Lauderdale,1987,272,147
Morgan,1990,362,200
St. James,2002,360,166
Pike,1985,354,200
Guilford,1986,363,207
Brevard,1992,365,129
Henry,1995,213,169
Garvin,1987,343,76
Webb,1993,57,53
Sumner,2005,365,147
Bossier,1992,344,174
Mason,2011,360,81
Daviess,1987,365,201
New Castle,1987,365,222
Douglas,1999,237,210
Lowndes,2013,363,118
Winnebago,2016,354,105
Jefferson,1980,366,245
Hancock,1990,214,185
Elmore,2005,240,101
Union,1998,350,174
Fauquier,1997,214,174
Lee,2000,366,90
Jefferson,2014,195,126
Hamilton,2003,286,195
Emmet,1997,55,41
Keweenaw,2010,112,55
Plymouth,1988,198,232
DuPage,1995,365,187
Flathead,2004,366,152
Marion,1996,57,41
Belmont,2007,325,130
Clay,2019,365,90
Butte,2007,365,174
Delta,2011,121,47
Amador,2009,362,122
McClain,2015,359,87
Galveston,1990,355,219
Wabash,2016,347,115
Miami,2004,213,133
Comanche,1986,92,31
Siskiyou,1999,362,90
Salt Lake,2017,365,155
Marion,1982,365,84
Jefferson,2003,221,202
Madison,1985,273,77
Franklin,1987,365,220
Montgomery,1990,357,166
Vermillion,1994,61,54
Onondaga,1994,365,169
Buchanan,2018,363,74
Juneau ,2008,278,114
Clark,1999,347,174
San Miguel,2001,255,129
Dona Ana,1996,366,1410
Lynchburg City,1999,56,111
Jefferson,2015,92,157
Knox,2012,177,97
Douglas,1980,366,226
Florence,2004,182,112
Columbia,1992,203,154
Alexander,1983,345,185
Comanche,1984,173,69
Durham,1997,365,161
Coconino,2004,362,122
Trumbull,1986,352,123
Meade,2009,361,71
St. Joseph,1987,365,200
Jo Daviess,1999,362,169
Washington,2011,365,140
Montgomery,2018,354,78
Butler,1996,366,203
Allen,1981,316,147
Salt Lake,2008,366,158
St. Tammany,2018,365,101
Wood,2013,214,100
Juncos,2011,337,41
Clay,1997,365,206
Delta,2017,115,52
Arkansas,1990,61,60
Jefferson,1993,365,205
Jefferson,1997,243,192
Johnson,2004,366,119
Loudoun,2010,363,166
Huron,2014,167,115
Clackamas,2008,221,147
Crook,1980,321,126
Massac,1988,344,198
Sanilac,1992,38,45
Washington,2000,256,172
Knox,1982,365,203
Christian,2006,282,136
Rio Grande,2000,47,71
Converse,2008,121,81
Whatcom,2008,366,65
Burke,2012,366,88
Barnstable,2019,359,93
Oswego,2014,362,97
Wyandot,2002,162,58
Osceola,2002,360,126
Macomb,1995,365,207
Jeff Davis,2006,303,51
Lancaster,2000,366,93
Volusia,2007,365,181
Montgomery,2010,360,143
Stafford,2004,214,182
Brazoria,1996,317,177
Fresno,2014,365,197
Wayne,1992,61,51
Kenai Peninsula ,2014,199,185
Hancock,1996,346,179
Washoe,1988,366,200
Providence,2000,366,207
Clark,2001,365,172
Cass,2016,183,129
Polk,1990,365,147
Burleigh,2000,124,70
Harrison,2009,214,101
Cambria,2008,366,109
San Francisco,2008,366,110
Sheboygan,2014,201,129
Fremont,2002,57,39
Iredell,1983,329,125
Navajo,2012,366,126
Boyd,2003,364,201
Philadelphia,1997,365,215
Houston,2007,103,191
Glynn,1995,337,129
Chesterfield,1988,206,239
Spencer,1983,363,200
Columbia,1980,117,100
Bennington,1980,216,102
Bremer,2008,213,87
Erie,1998,365,200
York,1991,58,52
Monroe,1993,160,201
Travis,1994,365,159
Ravalli,2012,354,286
St. Charles,1980,270,172
Polk,2017,342,100
Perry,2011,243,129
Maui,1992,358,50
Hampshire,2009,365,129
Klamath,2010,363,143
Morton,2001,365,130
Napa,2004,366,105
Rock,2011,100,66
Miami-Dade,1993,365,192
Rutland,1982,238,124
Tompkins,1998,360,177
Tazewell,2014,361,185
Taylor,2012,365,115
Westmoreland,2006,365,151
Rockingham,2014,361,86
Box Elder,2010,364,142
Inyo,2005,365,3884
Cascade,2018,360,162
Rockingham,1993,364,187
Norfolk City,2016,362,59
Calaveras,1996,360,207
Dearborn,2003,365,187
Baltimore,2015,365,143
Charlevoix,1982,365,116
Montgomery,2004,290,93
Charlton,2001,119,86
Emmet,1997,55,41
Beauregard,1994,362,166
Davis,1988,364,187
Pike,2009,360,100
Iron,2016,366,87
Frederick,2010,261,159
Napa,2007,365,120
Stark,2002,365,195
Dawson,2001,241,156
Vanderburgh,1993,365,200
Livingston,1995,360,172
Blount,1994,365,204
Douglas,2009,360,107
Mayagnez,2012,115,72
Genesee,1982,364,209
Bay,2018,356,83
Effingham,1988,222,203
Garfield,1992,62,57
Davidson,2013,365,101
Charles,1990,205,202
Beauregard,1996,363,101
Clark,1996,366,204
Dearborn,1986,365,200
Jasper,2010,358,66
Oliver,2001,229,105
Sheboygan,1984,361,215
Woodbury,2011,125,77
DeKalb,2004,361,115
Tuscola,1991,345,179
Washoe,1986,365,218
Putnam,1996,66,54
Webb,1992,48,85
Montgomery,1986,362,200
Madison,1998,211,203
Dickinson,1993,265,154
Dallas,1995,365,221
Hancock,1988,366,208
St. James,2007,362,156
Caddo,1983,303,133
Washington,1991,58,44
Stanislaus,2014,365,164
Lee,2012,335,140
Bexar,1991,364,169
Grant,2015,361,107
Rosebud,1997,365,143
St. James,2011,363,136
Alexandria City,1982,363,203
Calhoun,1993,52,68
Greene,2001,215,169
Gunnison,2010,365,129
Beaver,1988,366,388
Giles,1991,360,166
Sheridan,2011,115,50
Litchfield,1999,211,195
Dodge,2013,365,214
San Bernardino,2007,365,234
Toa Baja,1990,307,47
Greene,2009,264,119
Clinton,2011,183,122
Caroline,2000,351,156
McLean,2005,364,140
Montgomery,1994,271,105
Union,1983,350,16
St. James,2019,365,97
Wilson,2012,238,187
Allegheny,1992,366,200
Cherokee,2013,289,101
Snohomish,1987,316,178
Polk,2011,328,129
Brown,2002,65,106
Washington,1993,194,202
Hidalgo,1987,352,182
Nassau,1991,365,113
Allegheny,2015,365,175
Roanoke,1994,365,172
Jackson,1999,170,159
Santa Rosa,2013,365,97
Caribou,1992,43,100
Hinds,2013,365,93
New Castle,2007,365,213
Dane,2011,359,106
Mayes,2018,365,140
Santa Rosa,2011,365,147
Monongalia,1995,363,176
Siskiyou,1985,337,115
Middlesex,1983,365,254
Black Hawk,2016,364,118
Rutland,1995,365,92
Indiana,2012,366,156
Scioto,1988,229,128
Fayette,1998,365,206
Creek,2011,364,164
Smith,2002,364,161
Tulare,1981,365,203
Spokane,2003,365,139
Alexandria City,2017,105,19
Putnam,2015,365,140
Bremer,2015,214,80
Lyon,2017,363,112
Natrona,2001,56,48
Comanche,1984,173,69
Alameda,2011,365,147
Orange,2012,366,147
Anoka,2018,365,115
Effingham,2016,214,93
Richmond City,1980,361,123
Mercer,2002,113,81
Butte,2007,268,101
Rockingham,2003,213,154
Oconee,1993,358,179
Galveston,2008,364,195
Twin Falls,1987,47,102
Cumberland,2001,365,200
Love,2013,277,150
Waukesha,1999,365,192
Coweta,2016,366,154
Clarke,2003,249,150
Cass,2012,20,59
Wayne,2011,120,49
Trego,2012,366,143
Passaic,2004,259,174
Ellis,2018,365,120
Polk,2016,346,77
Lincoln,2014,212,108
Osage,2008,357,80
Perry,1999,360,190
Hancock,2008,183,126
Pinal,2015,365,881
DeKalb,2001,365,164
Pierce,2017,365,169
Solano,1994,365,140
Guayama,1984,314,70
Effingham,1993,232,126
Medina,2007,259,108
Cass,2012,346,113
Washoe,2003,365,161
Forsyth,2006,365,164
Lee,2005,364,140
Montgomery,2011,278,108
Adams,1987,255,126
Lake,1999,365,192
Cache,2012,366,116
Pulaski,2001,265,129
Orleans,2011,365,159
Comanche,1987,348,49
Allegan,1996,268,221
Georgetown,2016,312,62
Wright,1995,355,50
Ada,2001,365,154
Cass,1997,244,78
Sutter,2016,366,147
Madison,1999,210,187
Massac,1985,271,178
Los Alamos,2010,112,30
Mineral,2009,118,32
Santa Barbara,1988,366,192
Wayne,1990,17,45
Delaware,2000,113,134
Tompkins,2006,348,119
Madison,2004,214,129
Houston,1993,365,200
Greene,1999,236,177
San Juan,1981,365,200
Sumner,1998,362,206
Tompkins,2003,322,177
Hunterdon,2018,352,179
Lackawanna,2018,365,95
Jefferson,2011,287,159
Fresno,1993,365,217
Anderson,1981,363,158
Ottawa,2009,295,140
Mason,1993,202,200
Alachua,1987,331,69
Luzerne,2014,365,87
Washington,2002,119,102
Washington,2008,180,159
Adams,1997,365,132
Limestone,1997,56,37
Trimble,1981,365,200
DeKalb,1996,209,156
Racine,1994,364,232
Boone,1995,214,195
Will,2006,365,126
Monroe,2018,335,97
Luna,2001,59,76
Bonner,2007,305,48
Buffalo,1989,60,69
Douglas,1980,162,129
Los Alamos,2016,119,24
Dakota,1985,365,200
Daviess,1987,365,201
Middlesex,2008,183,164
Berrien,2002,241,203
Lenawee,2000,182,154
Dubois,2000,117,133
Warren,2000,365,181
Clinton,2005,214,169
Anderson,2005,254,147
Miami-Dade,1986,365,228
Union,2012,364,96
Jackson,1988,366,130
Macon,1986,357,200
Alexandria City,1984,366,179
Love,2018,272,129
Lawrence,1987,148,71
Madera,1996,273,206
Snohomish,1982,365,179
Park,2011,307,126
Hamilton,1998,365,203
Kane,2012,347,169
Eddy,2014,363,115
Denton,2013,365,161
Bernalillo,2003,365,168
Horry,1982,168,164
Richland,1985,299,132
Mineral,2007,92,78
Lincoln,1999,48,54
Olmsted,2012,359,112
Maury,2007,112,103
Rosebud,2004,364,79
Jefferson,1985,364,140
Franklin,2014,337,87
Norfolk,2013,365,115
Lauderdale,2014,242,71
Hood,2001,358,182
Worcester,2013,365,112
Colbert,1989,359,200
King,1999,365,159
St Croix,1988,364,119
Union,1993,58,51
Walla Walla,1992,67,85
Lincoln,2014,365,133
Converse,2001,65,91
Madison,1995,85,32
Hidalgo,1995,364,200
Sheboygan,1983,358,264
McKenzie,2005,365,113
Macon,2011,365,161
Bristol City,2016,119,106
District of Columbia,2007,365,169
Nevada,2013,362,140
Roanoke,1984,361,156
Cass,2002,164,212
Rock,2002,50,69
Polk,1988,364,200
Caribou,1985,362,200
Macon,1991,363,166
Kootenai,1997,120,69
San Bernardino,2002,365,418
Fremont,2013,365,100
Douglas,2006,365,134
Coffee,2017,107,87
Duval,2009,365,136
Putnam,2014,364,43
Kenton,1995,365,210
Franklin,1997,214,192
Clark,1995,365,181
Cuyahoga,1982,365,214
Sevier,2014,358,97
Norfolk,2002,240,230
San Juan,2008,366,87
Converse,2013,365,108
Sagadahoc,2010,213,101
Wayne,1996,61,49
La Salle,1981,347,169
McClain,1992,356,129
Elk,2012,362,156
Alachua,1981,61,36
Elmore,1999,241,151
Archuleta,1996,351,66
Richland,1989,365,182
Wood,1998,356,155
Lincoln,2011,244,140
Tuscaloosa,2010,365,89
Monroe,1981,156,200
Adams,2007,365,176
Jasper,1987,207,123
Lafourche,2009,365,112
Osceola,1993,118,112
Caldwell,1995,213,166
Jefferson,1980,348,221
Bell,1995,58,52
Manistee,2019,269,101
New Brunswick,2000,182,90
Kanawha,1982,365,200
Essex,2006,365,136
Clark,1981,331,217
Multnomah,2006,365,178
Dukes,2013,317,129
Washington,1994,57,46
Middlesex,1992,366,185
Hartford,1995,365,208
Wood,1981,169,169
Orleans,2007,336,91
Mobile,1988,361,200
Apache,1981,188,19
Dougherty,2009,325,120
Sevier,2007,363,166
St. Bernard,1995,365,156
Chaffee,2016,151,105
Kent,2017,349,133
Clark,1992,285,185
Cedar,2008,352,122
Bibb,2019,365,137
Blaine,1990,14,43
Marshall,1993,365,200
DeKalb,1994,365,182
Concordia,2006,57,84
Harris,1989,365,253
St. James,2004,349,119
Forsyth,2002,365,208
Phillips,1996,58,61
Benton,2015,362,485
Howard,2016,366,85
Chesapeake City,1997,53,57
Macon,2016,366,123
Washington,1991,166,190
Miami-Dade,2002,365,135
Harrison,2011,83,77
Rock Island,2013,335,77
Tolland,2016,176,140
Suffolk,2017,365,159
Lake,2016,366,86
Frederick,2015,209,119
Madison,1994,365,200
Gwinnett,2010,365,119
Richmond,1993,259,179
Bay,2004,359,166
Oconee,1992,357,115
Hopewell City,2009,59,32
Glenn,1998,365,156
Box Elder,2006,223,147
Jackson,1995,365,119
King William,1995,61,43
Jackson,2017,365,356
Giles,1987,266,166
Sacramento,2016,366,172
Whatcom,2011,354,62
Rockdale,2018,243,112
Chaves,2013,110,121
Van Buren,2006,365,129
Bowie,2009,57,71
Columbia,2005,286,86
Muskegon,1993,182,204
Mobile,2002,365,150
DeKalb,2008,362,97
York,1993,354,213
Floyd,2016,366,102
Juncos,2015,329,38
Sumner,1980,365,200
Madison,2018,356,90
Brookings,1989,38,63
Monongalia,2008,365,162
Franklin,2009,122,73
Ellis,1992,64,73
Henderson,2011,365,140
Person,2008,210,143
Muscogee,2003,315,175
Smith,2007,353,143
Tazewell,2011,362,183
Summit,1996,366,185
Collin,1999,364,222
Carter,2010,283,115
Steuben,2012,366,100
Haywood,1994,263,192
Jackson,2007,365,93
Mercer,1994,365,150
Ohio,1998,365,169
Los Alamos,1992,365,108
Weber,1997,365,159
Marion,1984,364,156
Calhoun,1982,360,67
Hardin,2010,343,115
Macon,2009,365,97
Aleutians East ,2013,105,35
Yalobusha,2008,309,93
Clinton,1991,213,185
Kittitas,1998,152,77
Delta,1990,353,200
Clallam,2008,366,97
Montgomery,2006,364,158
Manatee,2007,365,147
Guilford,2002,365,210
Summit,1997,365,182
Carroll,2018,240,97
Carteret,2017,341,64
Chaffee,2017,144,44
Benton,1987,256,189
McClain,1994,364,129
Sherburne,1990,365,87
Morris,1993,365,205
Chatham,1996,231,177
Crow Wing,2012,360,98
Washington,2009,115,107
Adams,2009,363,80
Dukes,2012,252,187
Pike,1993,236,126
Liberty,1988,312,206
Carroll,2014,214,84
Glacier,2005,61,48
Blount,2001,365,173
Mono,1982,306,140
Johnston,1993,355,166
Sarasota,1999,365,177
Butte,1995,365,151
Kent,2008,213,185
Garland,2007,114,100
Pottawattamie,2006,179,82
Alexander,2003,365,151
Trinity,2004,140,61
Henrico,1996,238,154
Jackson,1998,102,63
Alamance,2013,356,78
Onondaga,1985,365,209
Phillips,1991,58,48
Arlington,1995,365,213
Prince William,1990,10,41
McClain,2009,363,112
San Francisco,1996,366,80
Chippewa,2015,358,84
Winnebago,1989,365,177
Prince William,1995,365,208
Washington,2010,120,106
Wicomico,1998,58,42
Dauphin,2014,365,123
Miami,2018,245,140
Litchfield,2013,365,150
Chester,2017,364,136
Cache,2004,366,191
Anoka,1997,365,133
Sussex,1981,248,130
Lucas,1989,365,209
Frederick,2002,214,179
Jefferson,2000,274,166
Ohio,2005,264,179
Jackson,2001,239,169
Placer,2011,365,172
Monroe,1983,359,185
Hancock,1997,210,156
Medina,1986,302,164
Pulaski,1980,216,112
Sullivan,2001,365,193
Weber,2010,365,161
New London,1987,357,235
Jeff Davis,2009,314,87
Ford,2016,366,67
Tehama,2003,278,156
York,1998,360,207
Wood,2003,24,92
Ponce,1997,52,99
Oakland,1999,299,169
Kitsap,1988,363,103
Stutsman,2016,366,88
Washington,2008,366,136
Mobile,2007,359,164
Cowlitz,1998,242,159
La Plata,2014,365,101
Huron,2008,183,122
Bayamon,1996,353,119
Lake,1992,352,218
Lake,2015,363,148
Bay,1980,182,170
Linn,2015,365,179
Madison,1997,60,43
Broward,2008,366,169
Scioto,2016,366,129
SONORA,1994,68,119
Carson City,2019,365,97
Somerset,1990,361,190
Kane,1997,365,147
King William,2006,60,48
Athens,2001,114,114
Jefferson,1989,365,197
Lexington,1980,221,197
Perry,1997,334,167
Morgan,2006,284,136
Silver Bow,2009,364,138
Lorain,1980,305,207
Cabarrus,2003,121,116
La Salle,2001,358,115
Flathead,1987,134,116
Waller,1990,330,150
Barnstable,1990,209,210
McDowell,2012,355,73
Snohomish,1995,365,112
Pinellas,2002,365,139
Montezuma,2008,363,101
Douglas,2005,263,197
Jackson,2017,122,67
Manitowoc,1990,183,213
Racine,2013,186,93
Sheridan,2012,358,78
Mecklenburg,1995,365,187
Clark,1983,178,222
Grafton,2019,365,60
Placer,1992,365,218
Culberson,2008,121,69
Graham,2009,184,101
Prowers,2010,365,91
Rio Grande,2006,49,51
Kane,2008,364,101
Dawson,2006,62,94
Collier,2006,364,119
Sumter,2002,285,179
Manatee,2013,364,112
Noble,2003,358,213
Carteret,2007,354,115
Honolulu,1995,365,62
Walworth,2010,196,100
Sandoval,2003,365,153
Athens,2018,94,57
Colusa,1994,365,161
Ward,1987,28,79
Oneida,2004,224,133
Oliver,1981,363,126
Montgomery,2012,365,112
Norfolk City,2003,364,153
Lawrence,2009,363,108
Lane,1993,365,106
Lorain,1982,365,182
Mesa,1991,354,97
Guayanilla,2011,14,49
Honolulu,2007,365,77
Brooke,2012,366,167
Humboldt,2019,363,65
Chemung,1989,285,169
Garfield,1999,86,34
Hall,2001,106,102
Brazoria,1981,300,238
Lorain,2004,331,143
Denali ,1990,318,62
Coweta,2015,365,108
San Francisco,1980,366,127
Terrebonne,2002,122,72
Thurston,2018,343,173
Delaware,2003,233,182
Caribou,2007,347,121
Sublette,2010,365,112
Worcester,1986,365,185
Union,2013,365,114
Duval,2001,365,183
El Dorado,1991,365,136
Ashtabula,1991,365,202
Alachua,2018,364,90
Jackson,2013,362,105
Kenton,2003,319,172
Warrick,1999,362,200
Salinas,2012,338,26
Taney,2013,264,100
Jefferson,1998,237,187
Jackson,2006,365,112
Albany,2018,365,112
Ohio,1997,365,172
Niagara,2018,320,101
Chester,1995,242,204
Erie,1983,365,200
Jeff Davis,2002,32,43
Medina,1992,212,151
Rockbridge,2008,265,122
Sherman,2008,51,67
Edmonson,2005,364,140
Randolph,2003,211,190
Brown,2002,353,156
Perry,2002,365,155
Alamosa,2008,361,102
Calaveras,2005,365,182
New Castle,2005,365,200
Washington,1988,366,244
Williams,2013,365,200
Wayne,2019,365,142
Riverside,2015,365,238
Taney,2009,121,60
Fairfield,1990,365,221
Clark,1981,365,238
Buncombe,2014,364,93
Cowlitz,1986,322,112
BAJA CALIFORNIA NORTE,2001,365,495
Berkeley,2010,258,159
Saskatchewan,2000,47,55
Adams,2011,362,140
DeKalb,1991,342,151
Bell,1994,57,36
Sussex,1982,211,130
Washington,2003,120,104
Cass,2019,365,93
Clark,2007,196,140
Citrus,2019,365,80
Montgomery,2016,366,121
Carroll,2009,212,112
Fayette,1995,365,197
La Plata,2005,365,140
Peoria,1994,365,154
Sutter,2003,365,185
Gila,2016,366,200
Washington,2007,229,164
New London,2017,348,161
Genesee,1984,348,147
Kalamazoo,1998,182,190
Warren,2013,359,81
Calcasieu,1984,366,216
Worcester,2017,365,143
Luna,2006,199,65
Ingham,1991,214,166
Pickens,2003,220,143
Kings,2017,365,181
Taos,2009,360,55
Clark,2019,365,101
Newport News City,2003,114,152
Arapahoe,2008,190,74
Denton,1997,364,209
Monroe,2006,365,143
Warrick,2004,349,187
Woodbury,1991,58,58
Rockbridge,1997,101,125
Clay,1997,214,150
Kenai Peninsula ,2012,356,89
Boone,2003,237,159
Dorchester,1996,212,190
Berkshire,2005,230,164
San Miguel,1990,283,82
Clackamas,2012,225,108
San Joaquin,1993,365,179
Citrus,2015,365,141
Ventura,1980,365,258
Polk,1993,365,164
Dunn,1992,358,40
Swain,1996,291,84
Allegany,1988,361,207
Walworth,1987,139,147
Garfield,1996,215,49
Indiana,2016,366,136
Apache,1989,340,150
Madison,2010,210,126
Webb,2015,365,94
Noble,1989,129,200
Marion,1984,364,156
Utah,2003,365,195
Ocean,2011,353,190
Cheboygan,1994,24,13
Hamilton,2014,364,84
Macoupin,1985,357,187
Arkansas,2010,118,83
Burleigh,1996,58,26
East Baton Rouge,1988,366,220
Union,2001,365,137
Houston,2008,341,117
Koochiching,1997,365,74
Allen,2005,358,159
Stark,1995,365,200
Livingston,2014,364,122
Hamilton,1980,360,208
Aroostook,2004,366,112
Buncombe,2015,363,87
Washington,2016,351,112
Virginia Beach City,1986,365,177
Pointe Coupee,2017,363,105
Putnam,1993,362,129
Jefferson,2005,365,183
Saint Clair,2003,365,206
Dougherty,1989,301,60
Taney,2001,95,88
Pointe Coupee,1997,363,182
Sullivan,1986,365,200
Wood,1987,360,173
Morgan,2001,364,136
Randall,2016,346,112
Marin,1991,365,93
Vermillion,1991,176,89
Anderson,2004,240,126
Gregg,2013,364,129
Dane,2013,365,93
Greenville,1985,348,177
Delaware,2008,233,89
Cecil,2003,230,212
Lander,1997,56,65
Comanche,1991,348,59
Washoe,1997,365,108
Snohomish,2001,365,126
Henderson,2012,366,164
Elbert,1996,47,52
Porter,2015,365,164
Boise,2004,285,131
Lander,1995,50,71
Gaston,2015,36,61
St. Joseph,2014,365,129
Madison,2008,50,38
Walker,2003,104,106
Richmond,1980,355,225
McHenry,1994,343,164
El Dorado,2011,355,172
Cumberland,2017,365,150
Essex,2012,366,154
Miller,2003,63,77
Harrison,1990,345,172
Polk,1982,365,140
Caldwell,2014,211,100
Charlton,2000,104,86
Coconino,1994,363,119
Walker,2001,61,97
Colbert,2000,358,124
Cascade,2001,365,185
Garrett,2006,364,129
McIntosh,1987,241,156
Guaynabo,2011,336,62
Northampton,1980,361,270
Sherburne,1986,365,98
Berks,2009,365,140
Missoula,1995,365,84
Sheridan,2011,115,50
Chattooga,2011,256,115
Greene,1996,5,30
Gilmer,2004,343,100
Allen,1991,350,182
Bibb,2017,365,93
Natrona,1995,73,200
Cloud,1995,45,57
Forrest,2011,298,89
Knox,1992,250,206
Kenosha,1985,365,202
Cecil,1998,231,227
La Salle,2015,365,31
Greenlee,1985,37,33
Hancock,2010,365,159
Westmoreland,2009,344,108
Kings,2009,365,289
Shelby,2015,365,129
Bolivar,2017,235,77
Jackson,2011,363,65
Thurston,2008,47,74
Lee,2016,113,70
Knox,1986,365,188
Anderson,1994,349,179
Franklin,2003,208,172
Madison,2004,63,62
Cass,1991,166,71
Hanover,2017,238,87
Ozaukee,2015,365,122
Switzerland,1992,8,130
Washtenaw,1997,364,154
Dodge,2018,365,133
Macon,2015,365,100
Clarke,2011,365,126
Floyd,1999,365,204
Buncombe,2002,260,179
Palo Alto,2017,365,115
Madison,1986,31,57
Douglas,2004,264,156
Marion,1989,110,65
Iron,2018,365,105
Atlantic,2000,362,185
Madison,2004,214,129
Caldwell,2012,214,129
Wicomico,1995,60,32
Saint Louis,1991,365,73
Silver Bow,2005,365,137
Georgetown,1992,360,92
Hyde,2013,108,56
Fremont,2007,316,140
Athens,2000,98,93
Cass,2002,358,98
Northumberland,1993,58,51
Sussex,2002,272,185
Lawrence,2018,358,97
Rockwall,2005,357,143
Erie,1992,366,197
Chemung,1984,350,140
Fairbanks North Star ,1984,184,154
Pike,2002,356,166
McKenzie,1991,365,127
Henderson,2015,365,101
Grant,2013,360,71
Lowndes,1999,97,123
Kent,1980,366,192
Clark,1981,354,205
Kalamazoo,2018,356,115
Giles,2003,357,169
Sonoma,2013,365,85
Washington,2005,62,101
Seminole,1992,361,159
Maui,1990,42,39
Blaine,1991,29,25
Hennepin,1999,365,108
Pipestone,1996,16,34
Bristol City,1981,314,115
Hunterdon,2012,363,143
Harrison,2007,214,150
Harnett,1997,52,47
Yakima,2001,361,146
Wise,1997,60,45
Johnson,2011,359,161
Columbus,1993,352,86
Fajardo,2016,242,127
Ketchikan Gateway ,1985,258,200
Union,2006,365,151
Clayton,2009,116,83
Boone,2013,244,101
Penobscot,1988,366,174
Douglas,1994,52,31
Porter,2018,365,161
Erie,2011,365,136
Montgomery,2001,365,133
Philadelphia,2003,365,197
Brevard,1997,365,161
Effingham,1983,336,169
Lawrence,2013,365,136
Harford,2016,359,154
Amador,2010,361,151
Sarasota,1988,364,151
Buncombe,1996,360,126
Montgomery,2014,365,122
District of Columbia,2015,365,126
Stafford,2010,214,156
Klamath,2002,360,205
New London,1987,357,235
Rockdale,1989,262,204
Santa Clara,1988,366,190
Power,2000,341,217
Boone,2003,237,159
Humacao,1998,47,85
Summit,2017,365,97
Anchorage ,2018,365,87
Steuben,2000,305,99
Anne Arundel,2004,285,202
Chelan,1999,45,44
Rutland,2009,365,125
Hampden,1989,365,195
Jackson,2003,227,101
Belknap,2018,283,80
York,2002,249,190
Siskiyou,1985,337,115
Norfolk City,2015,365,76
Lewis and Clark,2011,365,115
Fergus,2008,115,69
Columbia,1989,304,195
Power,2003,356,88
Perry,2005,363,156
Yakima,2001,361,146
Allen,2018,365,119
Santa Fe,2013,365,100
Johnson,2012,353,203
Nueces,1987,365,190
Providence,2017,365,150
Socorro,2015,107,57
Atlantic,1992,366,208
Providence,1999,365,177
Volusia,2009,365,80
Johnson,2016,183,100
Greene,1986,365,200
Porter,1998,365,207
Los Angeles,2016,366,210
Pope,1992,61,55
Cache,1982,243,77
Brown,1997,364,182
Oliver,2010,362,122
Harrison,2004,197,129
Sumter,2018,365,77
Weld,2007,365,139
Yolo,2015,365,103
Rock,2014,117,101
Albany,1986,268,187
Washington,2009,116,108
Montgomery,1995,361,208
Oxford,2017,351,86
Lassen,1998,14,48
Rock Island,1989,364,150
Jackson,2012,364,68
Charles,2012,196,192
Chattooga,2008,260,101
Boone,2001,244,150
Armstrong,2013,360,174
Valdez-Cordova ,1980,364,124
Sutter,2001,365,169
New London,2001,235,185
Glenn,1988,59,70
Anchorage ,1984,366,213
Knox,1996,366,206
Cook,2010,365,140
Simpson,1999,352,195
Hamilton,2011,212,126
Albany,2007,365,159
Rio Arriba,2003,98,42
Fresno,1986,365,232
Hinds,2000,366,174
Dona Ana,2008,366,420
Johnson,2005,122,131
Warren,1998,292,108
Madison,1991,365,154
Sheboygan,2009,195,174
Okaloosa,2009,362,129
Carson City,2012,207,112
Nassau,1984,317,177
Grand Forks,1989,34,49
Pittsburg,2005,357,115
Mohave,2011,108,89
Outagamie,2016,349,108
Lauderdale,2016,212,71
White,2000,34,83
Washoe,2008,366,182
Oliver,1981,363,126
Duplin,2003,259,122
Maricopa,2015,365,147
Brewster,2018,363,97
Dallas,2011,365,182
Alamosa,2003,364,98
Osage,2012,334,126
Sonoma,2013,365,85
Vilas,2018,360,100
Butte,1984,366,125
Jasper,1999,121,106
Hancock,1993,365,200
Alpine,2014,50,80
Montgomery,1987,360,215
Linn,2004,366,157
Fairbanks North Star ,2001,243,133
Perry,2015,214,129
Story,2005,214,105
Larimer,1988,366,195
Colbert,1997,364,144
Henrico,2016,364,129
Anderson,1997,365,178
Clark,2013,357,93
Middlesex,1984,366,224
Asotin,2012,364,188
